game_name,publisher,developer,platform_id,rating,year,genre,game_id
Spyro: Year of the Dragon,Sony Computer Entertainment,Insomniac Games,13,E,2000.0,Platform,337
Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft,6,M,2013.0,Action,338
FIFA Soccer 2005,Electronic Arts,EA Canada,7,E,2004.0,Sports,339
Pokémon Trading Card Game,Nintendo,,3,,1998.0,Strategy,340
Friend Collection,Nintendo,,4,,2009.0,Misc,341
Tony Hawk's Pro Skater 4,Activision,Neversoft Entertainment,7,T,2002.0,Sports,342
Star Wars Battlefront (2015),Electronic Arts,,18,,2015.0,Shooter,343
MySims,Electronic Arts,TOSE,4,E,2007.0,Simulation,344
Midnight Club 3: DUB Edition,Take-Two Interactive,Rockstar Leeds,17,E10+,2005.0,Racing,345
Banjo-Kazooie,Nintendo,,12,,1998.0,Platform,346
SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,Zipper Interactive,7,M,2002.0,Shooter,347
Jak and Daxter: The Precursor Legacy,Sony Computer Entertainment,Naughty Dog,7,E,2001.0,Platform,348
Pokemon Snap,Nintendo,,12,,1999.0,Simulation,349
Pro Evolution Soccer 2008,Konami Digital Entertainment,Konami,7,E,2007.0,Sports,350
Resident Evil 4,Capcom,Capcom,7,M,2005.0,Action,351
Guitar Hero: World Tour,Activision,Vicarious Visions,1,T,2008.0,Misc,352
FIFA Soccer 10,Electronic Arts,EA Sports,6,E,2009.0,Sports,353
Star Wars: Battlefront,LucasArts,Pandemic Studios,7,T,2004.0,Shooter,354
Doom II: Hell on Earth,Virgin Interactive,,15,,1994.0,Shooter,355
The Simpsons: Road Rage,Electronic Arts,Fox Interactive,7,T,2001.0,Racing,356
Luigi's Mansion,Nintendo,Nintendo,20,E,2001.0,Action,357
Battlefield 4,Electronic Arts,EA DICE,10,M,2013.0,Shooter,358
Star Wars: Battlefront II,LucasArts,Pandemic Studios,7,T,2005.0,Shooter,359
Just Dance 2014,Ubisoft,Ubisoft,1,E10+,2013.0,Misc,360
Cooking Mama 2: Dinner With Friends,505 Games,Office Create,4,E,2007.0,Simulation,361
WWF SmackDown!,THQ,,13,,2000.0,Fighting,362
Croc: Legend of the Gobbos,Fox Interactive,,13,,1997.0,Platform,363
Grand Theft Auto: Liberty City Stories,Take-Two Interactive,Rockstar Leeds,7,M,2006.0,Action,364
The Getaway,Sony Computer Entertainment,Team Soho,7,M,2002.0,Action,365
Tomb Raider III: Adventures of Lara Croft,Eidos Interactive,,13,,1997.0,Action,366
James Bond 007: Agent Under Fire,Electronic Arts,EA Redwood Shores,7,T,2001.0,Shooter,367
LEGO Star Wars: The Video Game,Eidos Interactive,,7,,2005.0,Action,368
Rugrats in Paris: The Movie,THQ,,13,,2000.0,Action,369
FIFA Soccer 11,Electronic Arts,EA Sports,5,E,2010.0,Sports,370
Spyro 2: Ripto's Rage!,Sony Computer Entertainment,,13,,1999.0,Platform,371
Left 4 Dead,Electronic Arts,Certain Affinity,5,M,2008.0,Shooter,372
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Nintendo,,8,,1996.0,Platform,373
Assassin's Creed: Unity,Ubisoft,"Ubisoft, Ubisoft Montreal",18,M,2014.0,Action,374
Kung Fu,Nintendo,,2,,1985.0,Action,375
Resident Evil 5,Capcom,Capcom,5,M,2009.0,Action,376
Assassin's Creed: Brotherhood,Ubisoft,Ubisoft Montreal,5,M,2010.0,Action,377
FIFA Soccer 2004,Electronic Arts,EA Canada,7,E,,Sports,378
Battlefield 4,Electronic Arts,EA DICE,6,M,2013.0,Shooter,379
Batman: Arkham Asylum,Eidos Interactive,Rocksteady Studios,5,T,2009.0,Action,380
Battlefield 4,Electronic Arts,EA DICE,5,M,2013.0,Shooter,381
Battlefield: Bad Company 2,Electronic Arts,EA DICE,5,M,2010.0,Shooter,382
Mario & Sonic at the Olympic Winter Games,Sega,,4,,2009.0,Sports,383
Guitar Hero: On Tour,Activision,Vicarious Visions,4,E10+,2008.0,Misc,384
Clubhouse Games,Nintendo,Agenda,4,E,2006.0,Misc,385
Monster Hunter 4,Capcom,,11,,2013.0,Role-Playing,386
Borderlands,Take-Two Interactive,Gearbox Software,5,M,2009.0,Shooter,387
Tekken 4,Namco Bandai Games,Namco,7,T,2002.0,Fighting,388
Final Fantasy III,SquareSoft,,8,,1994.0,Role-Playing,389
Grand Theft Auto 2,Take-Two Interactive,DMA Design,13,T,1998.0,Action,390
Metal Gear Solid V: The Phantom Pain,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",10,M,2015.0,Action,391
Spider-Man 2,Activision,Treyarch,7,T,2004.0,Action,392
F-1 Race,Nintendo,,3,,1990.0,Racing,393
FIFA Soccer 2003,Electronic Arts,EA Canada,7,E,2002.0,Sports,394
LittleBigPlanet 2,Sony Computer Entertainment,Media Molecule,6,E,2011.0,Platform,395
Crash Bash,Sony Computer Entertainment,Eurocom Entertainment Software,13,E,2000.0,Misc,396
Assassin's Creed Syndicate,Ubisoft,Ubisoft Quebec,10,M,2015.0,Action,397
LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,Traveller's Tales,5,E10+,2008.0,Action,398
Destiny,Activision,"Bungie Software, Bungie",18,T,2014.0,Shooter,399
WWF War Zone,Acclaim Entertainment,,13,,1998.0,Fighting,400
The Legend of Zelda: Majora's Mask,Nintendo,,12,,2000.0,Action,401
Far Cry 3,Ubisoft,Ubisoft Montreal,6,M,2012.0,Shooter,402
Rugrats: Search For Reptar,THQ,,13,,1998.0,Adventure,403
English Training: Have Fun Improving Your Skills!,Nintendo,,4,,2006.0,Misc,404
James Bond 007: Nightfire,Electronic Arts,Eurocom Entertainment Software,7,T,2002.0,Shooter,405
Ratchet & Clank,Sony Computer Entertainment,,7,,2002.0,Platform,406
Monster Hunter X,Capcom,,11,,2015.0,Action,407
Star Wars Episode III: Revenge of the Sith,LucasArts,Double Helix Games,7,T,2005.0,Action,408
The Legend of Zelda: Spirit Tracks,Nintendo,Nintendo,4,E10+,2009.0,Action,409
Max Payne,Take-Two Interactive,Rockstar Toronto,7,M,2001.0,Shooter,410
Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft,5,M,2013.0,Action,411
The Lord of the Rings: The Return of the King,Electronic Arts,EA Games,7,T,2003.0,Action,412
Yokai Watch 2 Ganso/Honke,Nintendo,,11,,2014.0,Role-Playing,413
Gears of War: Ultimate Edition,Microsoft Game Studios,"Splash Damage, The Coalition",18,M,2015.0,Shooter,414
True Crime: Streets of LA,Activision,"Luxoflux, Inc.",7,M,2003.0,Action,415
Professor Layton and the Unwound Future,Nintendo,Level 5,4,E10+,2008.0,Puzzle,416
Gran Turismo (PSP),Sony Computer Entertainment,,17,,2009.0,Racing,417
FIFA 16,Electronic Arts,EA Sports,18,E,2015.0,Sports,418
Wii Music,Nintendo,Nintendo,1,E,2008.0,Misc,419
Tekken,Sony Computer Entertainment,,13,,1995.0,Fighting,420
Madden NFL 16,Electronic Arts,EA Sports,10,E,2015.0,Sports,421
Gran Turismo 6,Sony Computer Entertainment,Polyphony Digital,6,E,2013.0,Racing,422
Halo: The Master Chief Collection,Microsoft Game Studios,343 Industries,18,M,2014.0,Shooter,423
007: Tomorrow Never Dies,Electronic Arts,,13,,1999.0,Shooter,424
Super Mario Maker,Nintendo,Nintendo,19,E,2015.0,Platform,425
WWF SmackDown! 2: Know Your Role,THQ,,13,,2000.0,Fighting,426
Baseball,Nintendo,,2,,1983.0,Sports,427
Killer Instinct,Nintendo,,8,,1995.0,Fighting,428
Dragon Quest VI: Maboroshi no Daichi,Enix Corporation,,8,,1995.0,Role-Playing,429
God of War: Chains of Olympus,Sony Computer Entertainment,Ready at Dawn,17,M,2008.0,Action,430
Enter the Matrix,Atari,Shiny Entertainment,7,T,2003.0,Action,431
Crisis Core: Final Fantasy VII,Square Enix,Square Enix,17,T,2007.0,Role-Playing,432
Dance Central,MTV Games,Harmonix Music Systems,5,T,2010.0,Misc,433
L.A. Noire,Take-Two Interactive,Team Bondi,6,M,2011.0,Adventure,434
Ace Combat 04: Shattered Skies,Sony Computer Entertainment Europe,Namco,7,E,2001.0,Simulation,435
Animal Crossing,Nintendo,Nintendo,20,E,2001.0,Simulation,436
FIFA Soccer 08,Electronic Arts,EA Canada,7,E,2007.0,Sports,437
Club Penguin: Elite Penguin Force,Disney Interactive Studios,1st Playable Productions,4,E,2008.0,Adventure,438
Spider-Man,Activision,Neversoft Entertainment,13,E,2000.0,Action,439
Mario Party 9,Nintendo,Nd Cube,1,E,2012.0,Misc,440
Need for Speed III: Hot Pursuit,Electronic Arts,EA Canada,13,E,1998.0,Racing,441
Star Wars Episode I Racer,Nintendo,,12,,1999.0,Racing,442
Sonic Rush,Sega,"Dimps Corporation, Sonic Team",4,E,2005.0,Platform,443
Dragon Warrior IV,Enix Corporation,,2,,1990.0,Role-Playing,444
Rhythm Heaven,Nintendo,Nintendo,4,E,2008.0,Misc,445
Fallout: New Vegas,Bethesda Softworks,Obsidian Entertainment,6,M,2010.0,Role-Playing,446
Personal Trainer: Cooking,Nintendo,Indies Zero,4,E,2006.0,Misc,447
The Elder Scrolls IV: Oblivion,Ubisoft,4J Studios,6,M,2007.0,Role-Playing,448
The Legend of Zelda: A Link Between Worlds,Nintendo,Nintendo,11,E,2013.0,Action,449
Resident Evil 6,Capcom,Capcom,6,M,2012.0,Shooter,450
Mass Effect 2,Electronic Arts,BioWare,5,M,2010.0,Role-Playing,451
Dragon Ball Z: Budokai,Atari,Dimps Corporation,7,T,2002.0,Fighting,452
Madden NFL 2002,Electronic Arts,EA Sports,7,E,2001.0,Sports,453
World Class Track Meet,Namco Bandai Games,,2,,1986.0,Sports,454
Donkey Kong,Nintendo,,3,,1994.0,Platform,455
The Sims: Vacation,Electronic Arts,Maxis,15,T,2002.0,Simulation,456
LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,Traveller's Tales,1,E10+,,Action,457
Animal Crossing: Happy Home Designer,Nintendo,Nintendo,11,E,2015.0,Simulation,458
The Sims 4,Electronic Arts,Maxis,15,T,2014.0,Simulation,459
Borderlands 2,Take-Two Interactive,Gearbox Software,5,M,2012.0,Shooter,460
LEGO Batman: The Videogame,Warner Bros. Interactive Entertainment,TT Fusion,4,E10+,2008.0,Action,461
Kung Fu Panda,Activision,"Luxoflux, Inc.",5,E10+,2008.0,Action,462
Mass Effect 3,Electronic Arts,BioWare,5,M,2012.0,Role-Playing,463
Heavy Rain,Sony Computer Entertainment,Quantic Dream,6,M,2010.0,Adventure,464
Rayman,Ubisoft,,13,,1995.0,Platform,465
Saints Row 2,THQ,Volition Inc.,5,M,2008.0,Action,466
Tom Clancy's Splinter Cell,Ubisoft,Ubisoft Montreal,14,T,2002.0,Action,467
Mike Tyson's Punch-Out!!,Nintendo,,2,,1987.0,Fighting,468
WWE SmackDown! Shut Your Mouth,THQ,,7,,2002.0,Sports,469
FIFA 14,Electronic Arts,EA Canada,10,E,2013.0,Sports,470
Killzone 2,Sony Computer Entertainment,Guerrilla,6,M,2009.0,Shooter,471
Far Cry 3,Ubisoft,Ubisoft Montreal,5,M,2012.0,Shooter,472
Epic Mickey,Disney Interactive Studios,Junction Point,1,E,2010.0,Platform,473
NBA 2K13,Take-Two Interactive,Visual Concepts,5,E,2012.0,Sports,474
Dragon Ball Z: Budokai Tenkaichi 3,Atari,"Spike, Namco Bandai Games",7,T,2007.0,Fighting,475
wwe Smackdown vs. Raw 2006,,,7,,,Fighting,476
Star Fox,Nintendo,,8,,1993.0,Shooter,477
The Sims: Livin Large,Electronic Arts,Maxis,15,T,2000.0,Misc,478
World Soccer Winning Eleven 6 International,Konami Digital Entertainment,KCET,7,E,2002.0,Sports,479
Devil May Cry,Capcom,Capcom,7,M,2001.0,Action,480
Star Wars: The Old Republic,Electronic Arts,"LucasArts, BioWare",15,T,2011.0,Role-Playing,481
Middle-Earth: Shadow of Mordor,Warner Bros. Interactive Entertainment,Monolith Productions,10,M,2014.0,Action,482
Sonic Heroes,Sega,Sonic Team,7,E,2003.0,Platform,483
Hitman 2: Silent Assassin,Eidos Interactive,Io Interactive,7,M,2002.0,Action,484
Titanfall,Electronic Arts,Respawn Entertainment,18,M,2014.0,Shooter,485
Battlefield: Bad Company 2,Electronic Arts,EA DICE,6,M,2010.0,Shooter,486
Wave Race 64,Nintendo,,12,,1996.0,Racing,487
SOCOM II: U.S. Navy SEALs,Sony Computer Entertainment,Zipper Interactive,7,M,2003.0,Shooter,488
WWE SmackDown! vs. RAW 2006,THQ,,7,,2005.0,Fighting,489
Pac-Man Collection,Atari,Mass Media,9,E,2001.0,Puzzle,490
Street Fighter IV,Capcom,Capcom,5,T,2009.0,Fighting,491
inFAMOUS,Sony Computer Entertainment,Sucker Punch,6,T,2009.0,Action,492
Kirby Super Star Ultra,Nintendo,HAL Labs,4,E,2008.0,Platform,493
Call of Duty: Ghosts,Activision,Infinity Ward,18,M,2013.0,Shooter,494
FIFA 15,Electronic Arts,EA Sports,5,E,2014.0,Sports,495
Super Mario World 2: Yoshi's Island,Nintendo,,9,,2002.0,Platform,496
Mass Effect,Microsoft Game Studios,BioWare,5,M,2007.0,Role-Playing,497
Sonic Mega Collection Plus,Sega,Sonic Team,7,E,2004.0,Misc,498
World Soccer Winning Eleven 7 International,Konami Digital Entertainment,KCET,7,E,2003.0,Sports,499
Sega Superstars Tennis,Sega,Sumo Digital,5,E10+,2008.0,Sports,500
Hot Shots Golf 3,Sony Computer Entertainment,Clap Hanz,7,E,2001.0,Sports,501
Cooking Mama: Cook Off,505 Games,OfficeCreate,1,E,2007.0,Simulation,502
Call of Duty: Finest Hour,Activision,Spark Unlimited,7,T,2004.0,Shooter,503
WarioWare: Smooth Moves,Nintendo,Intelligent Systems,1,E10+,2006.0,Puzzle,504
Syphon Filter,Sony Computer Entertainment,,13,,1999.0,Shooter,505
Imagine: Babyz,Ubisoft,Ubisoft,4,E,2007.0,Simulation,506
Colin McRae Rally,Codemasters,,13,,1998.0,Racing,507
Madden NFL 13,Electronic Arts,EA Tiburon,5,E,2012.0,Sports,508
The Elder Scrolls III: Morrowind,Ubisoft,Bethesda Softworks,14,T,2002.0,Role-Playing,509
Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft,10,M,2013.0,Action,510
Command & Conquer: Red Alert,Virgin Interactive,,15,,1996.0,Strategy,511
F-Zero,Nintendo,,8,,1990.0,Racing,512
Yoshi's Story,Nintendo,,12,,1997.0,Platform,513
Mortal Kombat,Warner Bros. Interactive Entertainment,NetherRealm Studios,6,M,2011.0,Fighting,514
Madden NFL 10,Electronic Arts,EA Tiburon,5,E,2009.0,Sports,515
WWE SmackDown! vs. Raw,THQ,,7,,2002.0,Fighting,516
BioShock,Take-Two Interactive,"Irrational Games, 2K Marin",5,M,2007.0,Shooter,517
Metroid Prime,Nintendo,Retro Studios,20,T,2002.0,Shooter,518
Assassin's Creed: Brotherhood,Ubisoft,Ubisoft Montreal,6,M,2010.0,Action,519
Finding Nemo,THQ,Vicarious Visions,9,E,2003.0,Action,520
Zumba Fitness 2,Majesco Entertainment,"Majesco Games, Majesco",1,T,2011.0,Sports,521
Myst,Red Orb,,15,,1994.0,Adventure,522
Medal of Honor,Electronic Arts,"EA DICE, Danger Close",6,M,2010.0,Shooter,523
Need for Speed: Most Wanted,Electronic Arts,,6,,2012.0,Racing,524
Imagine: Fashion Designer,Ubisoft,Virtual Toys,4,E,2007.0,Simulation,525
WWE SmackDown! Here Comes the Pain,THQ,,7,,2003.0,Fighting,526
Hot Shots Golf,Sony Computer Entertainment,,13,,1997.0,Sports,527
A Bug's Life,Sony Computer Entertainment,,13,,1998.0,Platform,528
WWF SmackDown! Just Bring It,THQ,,7,,2001.0,Fighting,529
inFAMOUS: Second Son,Sony Computer Entertainment,Sucker Punch,10,T,2014.0,Action,530
Dragon Quest V: Tenkuu no Hanayome,Enix Corporation,,8,,1992.0,Role-Playing,531
Mortal Kombat Trilogy,GT Interactive,,13,,1996.0,Fighting,532
Monster Hunter Tri,Nintendo,,11,,2011.0,Role-Playing,533
NBA Street,Electronic Arts,NuFX,7,E,2001.0,Sports,534
Jak II,Sony Computer Entertainment,Naughty Dog,7,T,2003.0,Platform,535
Ratchet & Clank: Going Commando,Sony Computer Entertainment,,7,,2003.0,Platform,536
Need for Speed: Hot Pursuit,Electronic Arts,Criterion Games,6,E10+,2010.0,Racing,537
Skylanders: Spyro's Adventure,Activision,Toys for Bob,1,E10+,2011.0,Action,538
Battlefield 3,Electronic Arts,EA DICE,15,M,2011.0,Shooter,539
Mortal Kombat X,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, NetherRealm Studios",10,M,2015.0,Fighting,540
The Sims,Electronic Arts,Edge of Reality,7,T,2003.0,Simulation,541
Killzone 3,Sony Computer Entertainment,Guerrilla,6,M,2011.0,Shooter,542
Star Wars: The Force Unleashed,LucasArts,LucasArts,5,T,2008.0,Action,543
Minecraft,Microsoft Game Studios,,18,,2014.0,Misc,544
Yoshi's Island DS,Nintendo,Artoon,4,E,2006.0,Platform,545
Saints Row: The Third,THQ,Volition Inc.,5,M,2011.0,Action,546
Missile Command,Atari,,16,,1980.0,Shooter,547
Mario Paint,Nintendo,,8,,1992.0,Misc,548
Tekken 6,Namco Bandai Games,Namco Bandai Games,6,T,2009.0,Fighting,549
Pokémon Stadium 2,Nintendo,,12,,2000.0,Strategy,550
Metroid,Nintendo,,2,,1986.0,Action,551
Sonic and the Secret Rings,Sega,Sonic Team,1,E,2007.0,Platform,552
FIFA 16,Electronic Arts,EA Sports,6,E,2015.0,Sports,553
The Legend of Zelda: A Link to the Past,Nintendo,Capcom,9,E,2002.0,Action,554
Onimusha: Warlords,Virgin Interactive,Capcom,7,M,2001.0,Action,555
Mario Party,Nintendo,,12,,1998.0,Misc,556
L.A. Noire,Take-Two Interactive,Team Bondi,5,M,2011.0,Adventure,557
Call of Duty 3,Activision,Treyarch,5,T,2006.0,Shooter,558
Madden NFL 12,Electronic Arts,EA Tiburon,5,E,2011.0,Sports,559
LEGO Star Wars II: The Original Trilogy,LucasArts,Traveller's Tales,7,E10+,2006.0,Action,560
Killzone: Shadow Fall,Sony Computer Entertainment,Guerrilla,10,M,2013.0,Shooter,561
Madden NFL 11,Electronic Arts,EA Tiburon,5,E,2010.0,Sports,562
Burnout 3: Takedown,Electronic Arts,Criterion Games,7,T,2004.0,Racing,563
Yokai Watch 2 Shinuchi,Level 5,,11,,2014.0,Role-Playing,564
Mortal Kombat,Arena Entertainment,,21,,1992.0,Fighting,565
Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,Nintendo,4,E,2010.0,Puzzle,566
Professor Layton and the Last Specter,Nintendo,Level 5,4,E10+,2009.0,Puzzle,567
Call Of Duty 2: Big Red One,Activision,Treyarch,7,T,2005.0,Shooter,568
Medal of Honor,Electronic Arts,Dreamworks Interactive,13,T,1998.0,Shooter,569
Fable,Microsoft Game Studios,Big Blue Box,14,M,2004.0,Role-Playing,570
Guitar Hero: World Tour,Activision,Neversoft Entertainment,5,T,2008.0,Misc,571
FIFA 17,Electronic Arts,"EA Sports, EA Vancouver",18,E,2016.0,Sports,572
Hannah Montana,Disney Interactive Studios,DC Studios,4,E,2006.0,Action,573
Tom Clancy's Splinter Cell,Ubisoft,Ubisoft Shanghai,7,T,2003.0,Action,574
Super Mario Bros.: The Lost Levels,Nintendo,,2,,1986.0,Platform,575
Need for Speed: Shift,Electronic Arts,Slightly Mad Studios,6,E,2009.0,Racing,576
Star Wars: Shadows of the Empire,Nintendo,,12,,1996.0,Action,577
Medal of Honor Heroes,Electronic Arts,Team Fusion,17,T,2006.0,Shooter,578
Final Fantasy XIII-2,Square Enix,Square Enix,6,T,2011.0,Role-Playing,579
Midnight Club: Street Racing,Take-Two Interactive,Angel Studios,7,T,2000.0,Racing,580
Skate 3,Electronic Arts,EA Black Box,5,T,2010.0,Sports,581
ESPN NFL 2K5,Sega,Visual Concepts,7,E,2004.0,Sports,582
Halo Wars,Microsoft Game Studios,Ensemble Studios,5,T,2009.0,Strategy,583
NBA 2K12,Take-Two Interactive,Visual Concepts,5,E,2011.0,Sports,584
Pac-Man: Adventures in Time,Sony Computer Entertainment,,17,,2006.0,Fighting,585
FIFA Soccer 10,Electronic Arts,EA Sports,5,E,2009.0,Sports,586
Medal of Honor,Electronic Arts,"Dice, Danger Close",5,M,2010.0,Shooter,587
Harry Potter and the Chamber of Secrets,Electronic Arts,Electronic Arts,7,E,2002.0,Action,588
Streets of Rage,Sega,,21,,1990.0,Action,589
God of War Collection,Sony Computer Entertainment,Bluepoint Games,6,M,2009.0,Action,590
NBA Live 2005,Electronic Arts,EA Canada,7,E,2004.0,Sports,591
Mario Strikers Charged,Nintendo,Next Level Games,1,E10+,2007.0,Sports,592
FIFA Soccer 09,Electronic Arts,EA Canada,6,E,2008.0,Sports,593
Style Savvy,Nintendo,syn Sophia,4,E,2008.0,Simulation,594
WWE SmackDown vs. RAW 2007,THQ,Yuke's,7,T,2006.0,Fighting,595
LEGO Star Wars: The Complete Saga,LucasArts,Traveller's Tales,5,E10+,2007.0,Action,596
Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,,7,,2004.0,Platform,597
Madden NFL 08,Electronic Arts,EA Tiburon,7,E,2007.0,Sports,598
Monster Hunter Freedom 2,Capcom,Capcom,17,T,2007.0,Role-Playing,599
Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,,6,,2007.0,Platform,600
Super Mario All-Stars: Limited Edition,Nintendo,,1,,2010.0,Platform,601
Sonic Adventure 2 Battle,Sega,Sonic Team,20,E,2001.0,Platform,602
Dragon Warrior II,Enix Corporation,,2,,1987.0,Role-Playing,603
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,,5,,2009.0,Action,604
Madden NFL 13,Electronic Arts,EA Tiburon,6,E,2012.0,Sports,605
Dragon Age: Origins,Electronic Arts,BioWare,5,M,2009.0,Role-Playing,606
Pokémon Colosseum,Nintendo,Genius Sonority Inc.,20,E,2003.0,Role-Playing,607
LittleBigPlanet,Sony Computer Entertainment,"SCE/WWS, Media Molecule",17,E10+,2009.0,Platform,608
Madden NFL 09,Electronic Arts,EA Tiburon,5,E,2008.0,Sports,609
Space Invaders,Atari,,16,,,Shooter,610
Crazy Taxi,Acclaim Entertainment,Acclaim Studios Cheltenham,7,T,2001.0,Racing,611
Art Academy,Nintendo,Headstrong Games,4,E,2010.0,Misc,612
NBA 2K14,Take-Two Interactive,Visual Concepts,5,E,2013.0,Sports,613
Perfect Dark,Nintendo,,12,,2000.0,Action,614
Skylanders Giants,Activision,Toys for Bob,1,E10+,2012.0,Action,615
Dragon Warrior,Capcom,,2,,1986.0,Role-Playing,616
Deca Sports,Konami Digital Entertainment,CAProduction,1,E,2008.0,Sports,617
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,,7,,2008.0,Sports,618
Mario Party 2,Nintendo,,12,,1999.0,Misc,619
Marvel: Ultimate Alliance,Activision,Raven Software,5,T,2006.0,Role-Playing,620
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Take-Two Interactive,,14,,2003.0,Action,621
Mortal Kombat: Deadly Alliance,Midway Games,Midway,7,M,2002.0,Fighting,622
Game Party,Midway Games,Midway,1,E,2007.0,Misc,623
Bloodborne,Sony Computer Entertainment,From Software,10,M,2015.0,Action,624
Tomb Raider: The Last Revelation,Eidos Interactive,,13,,1998.0,Action,625
Mario Party 4,Nintendo,Hudson,20,E,2002.0,Misc,626
Pure,Disney Interactive Studios,Black Rock Studio,5,E,2008.0,Racing,627
Rock Band,Electronic Arts,Harmonix Music Systems,5,T,,Misc,628
NBA 2K13,Take-Two Interactive,Visual Concepts,6,E,2012.0,Sports,629
Saints Row: The Third,THQ,Volition Inc.,6,M,2011.0,Action,630
Resistance 2,Sony Computer Entertainment,Insomniac Games,6,M,2008.0,Shooter,631
NBA 2K15,Take-Two Interactive,Visual Concepts,10,E,2014.0,Sports,632
Final Fantasy V,SquareSoft,,8,,1992.0,Role-Playing,633
Final Fantasy Tactics,SquareSoft,SquareSoft,13,T,1997.0,Role-Playing,634
Midnight Club: Los Angeles,Take-Two Interactive,Rockstar San Diego,6,T,2008.0,Racing,635
Twisted Metal 2,Sony Computer Entertainment,,13,,1996.0,Racing,636
The Sims: Bustin' Out,Electronic Arts,Maxis,7,T,2003.0,Simulation,637
Riven: The Sequel to Myst,Red Orb,Cyan Worlds,15,E,1997.0,Adventure,638
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,Traveller's Tales,1,E10+,2010.0,Action,639
Need for Speed (2015),Electronic Arts,,10,,2015.0,Racing,640
Call of Duty: Infinite Warfare,Activision,Infinity Ward,18,M,2016.0,Shooter,641
